gameID,aPlayer,aRating,aScore,bPlayer,bRating,bScore
"908","Tom11","3","0","Max14","5","1"
"908","Ryan18","5","0","Chris20","3","1"
"908","Martin16","6","0","Vivien3","8","1"
"908","Jose15","8","0","","",""
"909","Jeffrey1","7","0","Jose15","8","5"
"909","Ryan18","5","0","Michael7","8","5"
"909","Sherman12","5","0","Jonathan5","9","5"
"909","Jessica10","7","0","Danny19","9","5"
"909","Max14","5","0","Karen13","7","5"
"910","Karen13","7","0","Martin16","6","2"
"910","Marcus17","4","0","Ryan18","5","2"
"910","Max14","5","0","Sherman12","5","2"
"910","John4","4","0","Jessica10","7","2"
"911","Joeseph9","7","1","Jessica10","7","0"
"911","Chris20","3","1","John4","4","0"
"911","Karen13","7","1","Martin16","6","0"
"911","Jeffrey1","7","1","Khoman 6","6","0"
"912","Tom11","3","0","Michael7","8","2"
"912","Sherman12","5","0","Joeseph9","7","2"
"912","Marcus17","4","0","Alex2","3","2"
"912","Jose15","8","0","Jessica10","7","2"
"912","Jeffrey1","7","0","Danny19","9","2"
"912","Vivien3","8","0","Max14","5","2"
"912","Martin16","6","0","Khoman 6","6","2"
"912","Chris20","3","0","Ryan18","5","2"
"913","John4","4","0","Marcus17","4","2"
"913","Max14","5","0","Frank8","9","2"
"913","Karen13","7","0","Jose15","8","2"
"913","Chris20","3","0","Martin16","6","2"
"913","Khoman 6","6","0","Sherman12","5","2"
"913","Danny19","9","0","Jeffrey1","7","2"
"914","Karen13","7","2","Martin16","6","0"
"914","Alex2","3","2","Khoman 6","6","0"
"914","Michael7","8","2","Chris20","3","0"
"914","Ryan18","5","2","Vivien3","8","0"
"914","Jeffrey1","7","2","Jessica10","7","0"
"914","Joeseph9","7","2","Frank8","9","0"
"914","Danny19","9","2","Tom11","3","0"
"914","Jose15","8","2","Sherman12","5","0"
"915","Michael7","8","0","John4","4","1"
"915","Jeffrey1","7","0","Vivien3","8","1"
"915","Alex2","3","0","Ryan18","5","1"
"915","Max14","5","0","Joeseph9","7","1"
"915","Marcus17","4","0","Chris20","3","1"
"915","Danny19","9","0","Jonathan5","9","1"
"915","Sherman12","5","0","Jose15","8","1"
"916","Ryan18","5","0","Martin16","6","1"
"916","Danny19","9","0","Chris20","3","1"
"916","Sherman12","5","0","Jeffrey1","7","1"
"916","Vivien3","8","0","Karen13","7","1"
"916","Max14","5","0","Jose15","8","1"
"916","Tom11","3","0","Joeseph9","7","1"
"917","Jessica10","7","2","Frank8","9","0"
"917","Jonathan5","9","2","Max14","5","0"
"917","Sherman12","5","2","Alex2","3","0"
"917","Jose15","8","2","Martin16","6","0"
"917","Jeffrey1","7","2","John4","4","0"
"917","Marcus17","4","2","Joeseph9","7","0"
"918","Ryan18","5","0","Frank8","9","0"
"918","Tom11","3","0","Jose15","8","0"
"918","Jonathan5","9","0","Chris20","3","0"
"918","Danny19","9","0","Michael7","8","0"
"918","Karen13","7","0","Khoman 6","6","0"
"919","Danny19","9","0","Max14","5","3"
"919","Jeffrey1","7","0","Sherman12","5","3"
"919","John4","4","0","Frank8","9","3"
"919","Tom11","3","0","Karen13","7","3"
"919","Vivien3","8","0","Jonathan5","9","3"
"919","Chris20","3","0","Ryan18","5","3"
"919","Marcus17","4","0","Michael7","8","3"
"919","Alex2","3","0","Khoman 6","6","3"
"920","Tom11","3","0","Alex2","3","1"
"920","Marcus17","4","0","Jeffrey1","7","1"
"920","Frank8","9","0","Jose15","8","1"
"920","Michael7","8","0","Jessica10","7","1"
"921","Karen13","7","0","Vivien3","8","3"
"921","Alex2","3","0","Joeseph9","7","3"
"921","Max14","5","0","Jose15","8","3"
"921","Tom11","3","0","Martin16","6","3"
"921","Danny19","9","0","Jessica10","7","3"
"921","John4","4","0","Sherman12","5","3"
"922","Jeffrey1","7","3","Joeseph9","7","0"
"922","Martin16","6","3","Tom11","3","0"
"922","Jose15","8","3","Sherman12","5","0"
"922","Michael7","8","3","Frank8","9","0"
"922","Danny19","9","3","Jessica10","7","0"
"922","Marcus17","4","3","Alex2","3","0"
"922","Jonathan5","9","3","Khoman 6","6","0"
"923","Alex2","3","2","Karen13","7","0"
"923","Frank8","9","2","Chris20","3","0"
"923","Khoman 6","6","2","John4","4","0"
"923","Jose15","8","2","Michael7","8","0"
"923","Danny19","9","2","Jonathan5","9","0"
"924","Karen13","7","7","Chris20","3","0"
"924","Jonathan5","9","7","Tom11","3","0"
"924","Danny19","9","7","Sherman12","5","0"
"924","Jeffrey1","7","7","Marcus17","4","0"
"924","Vivien3","8","7","Michael7","8","0"
"925","Martin16","6","1","Jose15","8","0"
"925","Alex2","3","1","Khoman 6","6","0"
"925","Michael7","8","1","John4","4","0"
"925","Frank8","9","1","Sherman12","5","0"
"925","Danny19","9","1","Max14","5","0"
"925","Marcus17","4","1","Joeseph9","7","0"
"926","Ryan18","5","0","Joeseph9","7","0"
"926","Tom11","3","0","Max14","5","0"
"926","Michael7","8","0","John4","4","0"
"926","Jose15","8","0","Karen13","7","0"
"926","Marcus17","4","0","Chris20","3","0"
"926","Martin16","6","0","Jessica10","7","0"
"927","Jonathan5","9","3","Jessica10","7","0"
"927","Karen13","7","3","Jose15","8","0"
"927","Danny19","9","3","Martin16","6","0"
"927","Frank8","9","3","Jeffrey1","7","0"
"928","Michael7","8","2","Alex2","3","0"
"928","Max14","5","2","Khoman 6","6","0"
"928","Danny19","9","2","Ryan18","5","0"
"928","Tom11","3","2","Jose15","8","0"
"929","Karen13","7","5","Tom11","3","0"
"929","Jonathan5","9","5","Jose15","8","0"
"929","Jessica10","7","5","Michael7","8","0"
"929","Joeseph9","7","5","Ryan18","5","0"
"929","Danny19","9","5","Jeffrey1","7","0"
"929","Vivien3","8","5","John4","4","0"
"929","Sherman12","5","5","","",""
"930","Ryan18","5","0","Martin16","6","0"
"930","Jessica10","7","0","Jeffrey1","7","0"
"930","Danny19","9","0","Vivien3","8","0"
"930","Jonathan5","9","0","Jose15","8","0"
"930","Alex2","3","0","Max14","5","0"
"930","Chris20","3","0","Karen13","7","0"
"930","Sherman12","5","0","","",""
"931","Max14","5","1","Tom11","3","0"
"931","Frank8","9","1","Karen13","7","0"
"931","Joeseph9","7","1","Ryan18","5","0"
"931","Marcus17","4","1","Vivien3","8","0"
"932","John4","4","0","Jonathan5","9","0"
"932","Tom11","3","0","Ryan18","5","0"
"932","Danny19","9","0","Alex2","3","0"
"932","Karen13","7","0","Michael7","8","0"
"932","Max14","5","0","Jose15","8","0"
"932","Martin16","6","0","","",""
"933","Frank8","9","2","Joeseph9","7","0"
"933","Sherman12","5","2","Max14","5","0"
"933","Martin16","6","2","Tom11","3","0"
"933","Karen13","7","2","Danny19","9","0"
"933","Vivien3","8","2","John4","4","0"
"933","Jeffrey1","7","2","Alex2","3","0"
"933","Chris20","3","2","Khoman 6","6","0"
"934","Khoman 6","6","0","Michael7","8","2"
"934","Vivien3","8","0","Jessica10","7","2"
"934","Karen13","7","0","Frank8","9","2"
"934","Ryan18","5","0","Jonathan5","9","2"
"934","Tom11","3","0","Danny19","9","2"
"934","Jose15","8","0","","",""
"935","Tom11","3","0","Jose15","8","1"
"935","Vivien3","8","0","Sherman12","5","1"
"935","Karen13","7","0","Martin16","6","1"
"935","Max14","5","0","Michael7","8","1"
"935","Joeseph9","7","0","Jonathan5","9","1"
"935","Marcus17","4","0","Alex2","3","1"
"935","Jeffrey1","7","0","Ryan18","5","1"
"936","Max14","5","0","Karen13","7","6"
"936","Martin16","6","0","Vivien3","8","6"
"936","Ryan18","5","0","Michael7","8","6"
"936","Marcus17","4","0","Jose15","8","6"
"936","Tom11","3","0","Jeffrey1","7","6"
"937","Jose15","8","0","Jonathan5","9","1"
"937","Joeseph9","7","0","Martin16","6","1"
"937","Chris20","3","0","Jeffrey1","7","1"
"937","John4","4","0","Sherman12","5","1"
"937","Marcus17","4","0","Jessica10","7","1"
"937","Frank8","9","0","Khoman 6","6","1"
"937","Vivien3","8","0","Tom11","3","1"
"937","Max14","5","0","Michael7","8","1"
"938","Michael7","8","0","Sherman12","5","0"
"938","Karen13","7","0","Chris20","3","0"
"938","Ryan18","5","0","Frank8","9","0"
"938","Joeseph9","7","0","Khoman 6","6","0"
"938","Max14","5","0","Danny19","9","0"
"939","Karen13","7","0","Danny19","9","2"
"939","Max14","5","0","Alex2","3","2"
"939","Sherman12","5","0","Vivien3","8","2"
"939","Ryan18","5","0","Chris20","3","2"
"939","Jose15","8","0","Jessica10","7","2"
"939","Martin16","6","0","Frank8","9","2"
"939","Marcus17","4","0","Jeffrey1","7","2"
"940","Jose15","8","5","Max14","5","0"
"940","Jonathan5","9","5","Vivien3","8","0"
"940","Jessica10","7","5","Marcus17","4","0"
"940","Danny19","9","5","Jeffrey1","7","0"
"941","Jessica10","7","3","Jonathan5","9","0"
"941","Ryan18","5","3","John4","4","0"
"941","Vivien3","8","3","Michael7","8","0"
"941","Danny19","9","3","Tom11","3","0"
"942","Vivien3","8","3","Sherman12","5","0"
"942","Tom11","3","3","Jose15","8","0"
"942","Frank8","9","3","Chris20","3","0"
"942","Danny19","9","3","Max14","5","0"
"942","Jessica10","7","3","John4","4","0"
"942","Michael7","8","3","Marcus17","4","0"
"942","Alex2","3","3","Ryan18","5","0"
"942","Joeseph9","7","3","Karen13","7","0"
"943","Danny19","9","0","Jose15","8","3"
"943","Tom11","3","0","Jeffrey1","7","3"
"943","Alex2","3","0","John4","4","3"
"943","Max14","5","0","Joeseph9","7","3"
"943","Martin16","6","0","Frank8","9","3"
"943","Karen13","7","0","Jonathan5","9","3"
"943","Sherman12","5","0","Khoman 6","6","3"
"944","Ryan18","5","0","Jonathan5","9","1"
"944","Martin16","6","0","Karen13","7","1"
"944","Jessica10","7","0","Frank8","9","1"
"944","Vivien3","8","0","Jose15","8","1"
"944","Danny19","9","0","Marcus17","4","1"
"944","Sherman12","5","0","Joeseph9","7","1"
"944","Jeffrey1","7","0","Khoman 6","6","1"
"944","Alex2","3","0","Max14","5","1"
"945","Joeseph9","7","0","Jose15","8","0"
"945","Tom11","3","0","Vivien3","8","0"
"945","Jonathan5","9","0","Max14","5","0"
"945","Karen13","7","0","Jessica10","7","0"
"945","Danny19","9","0","John4","4","0"
"945","Jeffrey1","7","0","Frank8","9","0"
"946","Joeseph9","7","4","Marcus17","4","0"
"946","Max14","5","4","Ryan18","5","0"
"946","Jonathan5","9","4","Jose15","8","0"
"946","Danny19","9","4","Martin16","6","0"
"946","Vivien3","8","4","Michael7","8","0"
"946","Frank8","9","4","Jeffrey1","7","0"
"946","Sherman12","5","4","","",""
"947","Karen13","7","2","Khoman 6","6","0"
"947","Jose15","8","2","Jeffrey1","7","0"
"947","Frank8","9","2","Danny19","9","0"
"947","Ryan18","5","2","Marcus17","4","0"
"948","Vivien3","8","6","Karen13","7","0"
"948","Martin16","6","6","Alex2","3","0"
"948","Jonathan5","9","6","Sherman12","5","0"
"948","Jose15","8","6","Marcus17","4","0"
"949","Ryan18","5","3","Marcus17","4","0"
"949","Jose15","8","3","Frank8","9","0"
"949","Martin16","6","3","Tom11","3","0"
"949","Chris20","3","3","Joeseph9","7","0"
"949","Danny19","9","3","Michael7","8","0"
"949","Jeffrey1","7","3","Alex2","3","0"
"949","Sherman12","5","3","","",""
"950","Danny19","9","0","Tom11","3","0"
"950","Jessica10","7","0","Jose15","8","0"
"950","Martin16","6","0","Sherman12","5","0"
"950","John4","4","0","Joeseph9","7","0"
"950","Max14","5","0","Vivien3","8","0"
"950","Marcus17","4","0","Frank8","9","0"
"950","Jonathan5","9","0","Michael7","8","0"
"950","Jeffrey1","7","0","Chris20","3","0"
"951","Michael7","8","0","Karen13","7","1"
"951","Alex2","3","0","Max14","5","1"
"951","Jose15","8","0","Marcus17","4","1"
"951","Tom11","3","0","Jeffrey1","7","1"
"952","Karen13","7","4","Max14","5","0"
"952","Michael7","8","4","Jeffrey1","7","0"
"952","Frank8","9","4","Alex2","3","0"
"952","Sherman12","5","4","Jose15","8","0"
"952","Jonathan5","9","4","John4","4","0"
"952","Ryan18","5","4","Chris20","3","0"
"952","Martin16","6","4","Khoman 6","6","0"
"953","Max14","5","0","Alex2","3","0"
"953","Jessica10","7","0","Khoman 6","6","0"
"953","Martin16","6","0","Jeffrey1","7","0"
"953","Ryan18","5","0","Tom11","3","0"
"953","Vivien3","8","0","Danny19","9","0"
"953","Marcus17","4","0","Joeseph9","7","0"
"954","Jeffrey1","7","0","Sherman12","5","0"
"954","Chris20","3","0","John4","4","0"
"954","Tom11","3","0","Danny19","9","0"
"954","Michael7","8","0","Khoman 6","6","0"
"954","Vivien3","8","0","Alex2","3","0"
"954","Joeseph9","7","0","Karen13","7","0"
"954","Max14","5","0","Ryan18","5","0"
"954","Jessica10","7","0","Jose15","8","0"
"955","Karen13","7","3","Jose15","8","0"
"955","Martin16","6","3","Michael7","8","0"
"955","Vivien3","8","3","Alex2","3","0"
"955","Max14","5","3","Ryan18","5","0"
"955","Jonathan5","9","3","Jeffrey1","7","0"
"955","Sherman12","5","3","Marcus17","4","0"
"955","Frank8","9","3","Tom11","3","0"
"956","Joeseph9","7","0","Michael7","8","1"
"956","Sherman12","5","0","Jose15","8","1"
"956","Martin16","6","0","Tom11","3","1"
"956","Jeffrey1","7","0","Jonathan5","9","1"
"956","Marcus17","4","0","Max14","5","1"
"956","Danny19","9","0","Karen13","7","1"
"956","Khoman 6","6","0","Frank8","9","1"
"957","Ryan18","5","0","Jose15","8","3"
"957","Michael7","8","0","Tom11","3","3"
"957","Chris20","3","0","Vivien3","8","3"
"957","Marcus17","4","0","Joeseph9","7","3"
"958","Max14","5","0","Jose15","8","0"
"958","Jessica10","7","0","Martin16","6","0"
"958","Vivien3","8","0","John4","4","0"
"958","Alex2","3","0","Frank8","9","0"
"958","Michael7","8","0","Sherman12","5","0"
"959","John4","4","2","Sherman12","5","0"
"959","Joeseph9","7","2","Ryan18","5","0"
"959","Jonathan5","9","2","Marcus17","4","0"
"959","Khoman 6","6","2","Frank8","9","0"
"960","Ryan18","5","1","John4","4","0"
"960","Jessica10","7","1","Chris20","3","0"
"960","Marcus17","4","1","Jeffrey1","7","0"
"960","Sherman12","5","1","Max14","5","0"
"961","Ryan18","5","0","Danny19","9","0"
"961","Frank8","9","0","Max14","5","0"
"961","Martin16","6","0","Jonathan5","9","0"
"961","Michael7","8","0","Jose15","8","0"
"961","Joeseph9","7","0","Marcus17","4","0"
"962","Frank8","9","0","John4","4","0"
"962","Alex2","3","0","Martin16","6","0"
"962","Marcus17","4","0","Khoman 6","6","0"
"962","Ryan18","5","0","Max14","5","0"
"963","Max14","5","2","Ryan18","5","0"
"963","Jonathan5","9","2","Martin16","6","0"
"963","Vivien3","8","2","Marcus17","4","0"
"963","Chris20","3","2","Khoman 6","6","0"
"963","Frank8","9","2","Jessica10","7","0"
"963","Sherman12","5","2","John4","4","0"
"963","Tom11","3","2","Alex2","3","0"
"964","Michael7","8","1","Alex2","3","0"
"964","Ryan18","5","1","Jeffrey1","7","0"
"964","Sherman12","5","1","Jose15","8","0"
"964","Karen13","7","1","Khoman 6","6","0"
"964","Joeseph9","7","1","Jonathan5","9","0"
"964","Max14","5","1","Tom11","3","0"
"964","Martin16","6","1","Danny19","9","0"
"964","Vivien3","8","1","Chris20","3","0"
"965","Sherman12","5","1","Chris20","3","0"
"965","Vivien3","8","1","Martin16","6","0"
"965","Max14","5","1","Alex2","3","0"
"965","Khoman 6","6","1","Tom11","3","0"
"965","Karen13","7","1","Ryan18","5","0"
"965","Marcus17","4","1","Jeffrey1","7","0"
"965","Danny19","9","1","Frank8","9","0"
"965","John4","4","1","Joeseph9","7","0"
"966","Alex2","3","0","Jeffrey1","7","2"
"966","Ryan18","5","0","Tom11","3","2"
"966","Jose15","8","0","Michael7","8","2"
"966","Khoman 6","6","0","Sherman12","5","2"
"966","Marcus17","4","0","Frank8","9","2"
"966","Jessica10","7","0","Karen13","7","2"
"967","Frank8","9","0","Joeseph9","7","0"
"967","Alex2","3","0","Ryan18","5","0"
"967","Jose15","8","0","Khoman 6","6","0"
"967","Marcus17","4","0","John4","4","0"
"967","Jessica10","7","0","Max14","5","0"
"967","Sherman12","5","0","Michael7","8","0"
"968","Tom11","3","0","Alex2","3","0"
"968","Sherman12","5","0","Jonathan5","9","0"
"968","Frank8","9","0","Marcus17","4","0"
"968","Ryan18","5","0","Max14","5","0"
"968","Vivien3","8","0","Michael7","8","0"
"969","Joeseph9","7","0","Danny19","9","2"
"969","Marcus17","4","0","Martin16","6","2"
"969","Khoman 6","6","0","Jose15","8","2"
"969","Alex2","3","0","Jessica10","7","2"
"969","Frank8","9","0","Karen13","7","2"
"969","Max14","5","0","Chris20","3","2"
"970","Jeffrey1","7","0","Joeseph9","7","1"
"970","Karen13","7","0","Marcus17","4","1"
"970","Danny19","9","0","Khoman 6","6","1"
"970","Michael7","8","0","Jose15","8","1"
"970","Alex2","3","0","Jessica10","7","1"
"970","Chris20","3","0","Vivien3","8","1"
"971","Jonathan5","9","0","Frank8","9","2"
"971","Martin16","6","0","Khoman 6","6","2"
"971","Chris20","3","0","Joeseph9","7","2"
"971","Alex2","3","0","Jeffrey1","7","2"
"971","Tom11","3","0","Ryan18","5","2"
"971","Sherman12","5","0","","",""
"972","Alex2","3","0","Frank8","9","5"
"972","Joeseph9","7","0","Michael7","8","5"
"972","Max14","5","0","Jonathan5","9","5"
"972","Marcus17","4","0","Jeffrey1","7","5"
"972","Khoman 6","6","0","Jessica10","7","5"
"972","John4","4","0","Ryan18","5","5"
"973","Michael7","8","4","Chris20","3","0"
"973","Joeseph9","7","4","Alex2","3","0"
"973","Vivien3","8","4","Jonathan5","9","0"
"973","Max14","5","4","John4","4","0"
"973","Jeffrey1","7","4","Ryan18","5","0"
"974","Jessica10","7","0","Marcus17","4","0"
"974","Vivien3","8","0","Khoman 6","6","0"
"974","John4","4","0","Jose15","8","0"
"974","Ryan18","5","0","Chris20","3","0"
"974","Danny19","9","0","Michael7","8","0"
"974","Sherman12","5","0","Max14","5","0"
"974","Tom11","3","0","Joeseph9","7","0"
"975","Khoman 6","6","0","Martin16","6","3"
"975","Chris20","3","0","Ryan18","5","3"
"975","Max14","5","0","Danny19","9","3"
"975","Jeffrey1","7","0","Jonathan5","9","3"
"975","Karen13","7","0","Alex2","3","3"
"975","Marcus17","4","0","Jose15","8","3"
"975","John4","4","0","Sherman12","5","3"
"975","Tom11","3","0","Joeseph9","7","3"
"976","Sherman12","5","0","Tom11","3","1"
"976","Jessica10","7","0","Khoman 6","6","1"
"976","Chris20","3","0","Max14","5","1"
"976","Alex2","3","0","Jeffrey1","7","1"
"976","John4","4","0","Ryan18","5","1"
"976","Danny19","9","0","Michael7","8","1"
"976","Martin16","6","0","Vivien3","8","1"
"977","Ryan18","5","0","Michael7","8","0"
"977","Khoman 6","6","0","Joeseph9","7","0"
"977","Marcus17","4","0","Martin16","6","0"
"977","Tom11","3","0","Chris20","3","0"
"977","Karen13","7","0","Sherman12","5","0"
"977","Jeffrey1","7","0","Jessica10","7","0"
"977","Vivien3","8","0","Alex2","3","0"
"977","Danny19","9","0","Frank8","9","0"
"978","Marcus17","4","0","Ryan18","5","2"
"978","Frank8","9","0","John4","4","2"
"978","Chris20","3","0","Jonathan5","9","2"
"978","Khoman 6","6","0","Vivien3","8","2"
"978","Joeseph9","7","0","Karen13","7","2"
"979","John4","4","1","Marcus17","4","0"
"979","Karen13","7","1","Vivien3","8","0"
"979","Jonathan5","9","1","Frank8","9","0"
"979","Danny19","9","1","Jessica10","7","0"
"979","Michael7","8","1","Tom11","3","0"
"979","Max14","5","1","Ryan18","5","0"
"979","Jeffrey1","7","1","Sherman12","5","0"
"979","Chris20","3","1","Jose15","8","0"
"980","Jose15","8","3","Jonathan5","9","0"
"980","John4","4","3","Max14","5","0"
"980","Ryan18","5","3","Chris20","3","0"
"980","Michael7","8","3","Sherman12","5","0"
"980","Frank8","9","3","Alex2","3","0"
"980","Karen13","7","3","Joeseph9","7","0"
"980","Martin16","6","3","Tom11","3","0"
"981","Max14","5","0","Ryan18","5","3"
"981","Tom11","3","0","Jonathan5","9","3"
"981","Jose15","8","0","Karen13","7","3"
"981","Chris20","3","0","John4","4","3"
"982","Vivien3","8","0","Max14","5","1"
"982","Khoman 6","6","0","Marcus17","4","1"
"982","Michael7","8","0","Danny19","9","1"
"982","Alex2","3","0","Jonathan5","9","1"
"983","Jonathan5","9","4","Max14","5","0"
"983","Khoman 6","6","4","Tom11","3","0"
"983","Sherman12","5","4","Vivien3","8","0"
"983","Danny19","9","4","Frank8","9","0"
"983","Ryan18","5","4","Alex2","3","0"
"983","Jessica10","7","4","Martin16","6","0"
"983","Jeffrey1","7","4","John4","4","0"
"983","Karen13","7","4","","",""
"984","Jose15","8","0","Michael7","8","2"
"984","Tom11","3","0","John4","4","2"
"984","Sherman12","5","0","Joeseph9","7","2"
"984","Ryan18","5","0","Jessica10","7","2"
"984","Vivien3","8","0","Jonathan5","9","2"
"985","Joeseph9","7","2","Chris20","3","0"
"985","Jonathan5","9","2","Karen13","7","0"
"985","Jose15","8","2","Vivien3","8","0"
"985","John4","4","2","Khoman 6","6","0"
"985","Danny19","9","2","Jeffrey1","7","0"
"986","Jonathan5","9","4","John4","4","0"
"986","Jeffrey1","7","4","Jessica10","7","0"
"986","Martin16","6","4","Karen13","7","0"
"986","Ryan18","5","4","Marcus17","4","0"
"986","Michael7","8","4","Joeseph9","7","0"
"986","Jose15","8","4","Chris20","3","0"
"987","Chris20","3","0","Jonathan5","9","3"
"987","Alex2","3","0","Max14","5","3"
"987","Marcus17","4","0","Khoman 6","6","3"
"987","Martin16","6","0","Joeseph9","7","3"
"987","Tom11","3","0","Michael7","8","3"
"987","Frank8","9","0","Karen13","7","3"
"987","Vivien3","8","0","Jose15","8","3"
"987","Sherman12","5","0","John4","4","3"
"988","Marcus17","4","0","Sherman12","5","1"
"988","Martin16","6","0","Tom11","3","1"
"988","Alex2","3","0","Vivien3","8","1"
"988","John4","4","0","Joeseph9","7","1"
"988","Ryan18","5","0","Michael7","8","1"
"988","Danny19","9","0","Karen13","7","1"
"988","Max14","5","0","","",""
"989","Jeffrey1","7","3","Danny19","9","0"
"989","Karen13","7","3","Alex2","3","0"
"989","Frank8","9","3","Jessica10","7","0"
"989","Khoman 6","6","3","Ryan18","5","0"
"990","Ryan18","5","0","Michael7","8","3"
"990","Chris20","3","0","Jessica10","7","3"
"990","Khoman 6","6","0","Marcus17","4","3"
"990","Martin16","6","0","Karen13","7","3"
"991","Max14","5","0","Tom11","3","3"
"991","Chris20","3","0","Jonathan5","9","3"
"991","Alex2","3","0","Ryan18","5","3"
"991","Jeffrey1","7","0","Karen13","7","3"
"992","Martin16","6","0","Danny19","9","0"
"992","Jonathan5","9","0","Khoman 6","6","0"
"992","Ryan18","5","0","Tom11","3","0"
"992","Joeseph9","7","0","Max14","5","0"
"992","Sherman12","5","0","Vivien3","8","0"
"993","Jessica10","7","0","Danny19","9","0"
"993","Martin16","6","0","Jose15","8","0"
"993","Chris20","3","0","John4","4","0"
"993","Michael7","8","0","Alex2","3","0"
"994","Jose15","8","0","Joeseph9","7","1"
"994","Vivien3","8","0","Michael7","8","1"
"994","Jessica10","7","0","Karen13","7","1"
"994","Khoman 6","6","0","Frank8","9","1"
"994","Max14","5","0","Martin16","6","1"
"995","Ryan18","5","0","Alex2","3","0"
"995","Jose15","8","0","Jonathan5","9","0"
"995","Vivien3","8","0","Karen13","7","0"
"995","John4","4","0","Marcus17","4","0"
"995","Sherman12","5","0","Jeffrey1","7","0"
"995","Joeseph9","7","0","Martin16","6","0"
"996","Jeffrey1","7","4","Ryan18","5","0"
"996","Danny19","9","4","Jose15","8","0"
"996","Karen13","7","4","Michael7","8","0"
"996","Vivien3","8","4","Alex2","3","0"
"996","Marcus17","4","4","Martin16","6","0"
"996","Jonathan5","9","4","Tom11","3","0"
"996","Chris20","3","4","Max14","5","0"
"996","Frank8","9","4","John4","4","0"
"997","Alex2","3","0","Tom11","3","2"
"997","Jeffrey1","7","0","Jose15","8","2"
"997","Martin16","6","0","Frank8","9","2"
"997","Chris20","3","0","Khoman 6","6","2"
"997","Max14","5","0","Jonathan5","9","2"
"997","Danny19","9","0","Ryan18","5","2"
"997","Joeseph9","7","0","John4","4","2"
"997","Sherman12","5","0","Vivien3","8","2"
"998","Jeffrey1","7","3","Khoman 6","6","0"
"998","Martin16","6","3","Karen13","7","0"
"998","Frank8","9","3","Jessica10","7","0"
"998","Sherman12","5","3","Tom11","3","0"
"998","Joeseph9","7","3","Michael7","8","0"
"998","Marcus17","4","3","Alex2","3","0"
"998","Jose15","8","3","Max14","5","0"
"998","John4","4","3","","",""
"999","Vivien3","8","2","Karen13","7","0"
"999","Michael7","8","2","Jose15","8","0"
"999","Frank8","9","2","Sherman12","5","0"
"999","Tom11","3","2","John4","4","0"
"1000","Khoman 6","6","0","Tom11","3","1"
"1000","Vivien3","8","0","John4","4","1"
"1000","Alex2","3","0","Karen13","7","1"
"1000","Ryan18","5","0","Joeseph9","7","1"
"1000","Martin16","6","0","Frank8","9","1"
"1001","Frank8","9","0","Jessica10","7","2"
"1001","Marcus17","4","0","Danny19","9","2"
"1001","Jose15","8","0","Max14","5","2"
"1001","Ryan18","5","0","Sherman12","5","2"
"1001","Jeffrey1","7","0","Joeseph9","7","2"
"1001","Tom11","3","0","Jonathan5","9","2"
"1001","Alex2","3","0","Michael7","8","2"
"1001","John4","4","0","","",""
"1002","Tom11","3","0","Danny19","9","1"
"1002","Jonathan5","9","0","Jose15","8","1"
"1002","Sherman12","5","0","Ryan18","5","1"
"1002","Karen13","7","0","Chris20","3","1"
"1003","Marcus17","4","0","Jeffrey1","7","0"
"1003","Alex2","3","0","Tom11","3","0"
"1003","Vivien3","8","0","Joeseph9","7","0"
"1003","Khoman 6","6","0","Ryan18","5","0"
"1003","Jonathan5","9","0","Karen13","7","0"
"1004","Vivien3","8","1","Khoman 6","6","0"
"1004","Michael7","8","1","Karen13","7","0"
"1004","Ryan18","5","1","John4","4","0"
"1004","Danny19","9","1","Frank8","9","0"
"1004","Joeseph9","7","1","Chris20","3","0"
"1004","Jessica10","7","1","Martin16","6","0"
"1004","Alex2","3","1","Jose15","8","0"
"1005","Martin16","6","5","Max14","5","0"
"1005","Danny19","9","5","Khoman 6","6","0"
"1005","Joeseph9","7","5","Chris20","3","0"
"1005","Sherman12","5","5","Alex2","3","0"
"1006","Ryan18","5","0","Jose15","8","0"
"1006","Danny19","9","0","Alex2","3","0"
"1006","Jeffrey1","7","0","Joeseph9","7","0"
"1006","John4","4","0","Jonathan5","9","0"
"1006","Sherman12","5","0","Frank8","9","0"
"1006","Max14","5","0","Martin16","6","0"
"1006","Karen13","7","0","Chris20","3","0"
"1006","Marcus17","4","0","","",""
"1007","Karen13","7","0","Ryan18","5","0"
"1007","Joeseph9","7","0","Frank8","9","0"
"1007","Marcus17","4","0","Alex2","3","0"
"1007","Khoman 6","6","0","John4","4","0"
"1007","Tom11","3","0","Danny19","9","0"
"1007","Jonathan5","9","0","Jose15","8","0"
"1007","Michael7","8","0","Martin16","6","0"
"1008","Khoman 6","6","1","Danny19","9","0"
"1008","Frank8","9","1","Alex2","3","0"
"1008","Vivien3","8","1","Karen13","7","0"
"1008","Marcus17","4","1","Sherman12","5","0"
"1008","Joeseph9","7","1","Jessica10","7","0"
"1008","Jeffrey1","7","1","Michael7","8","0"
"1009","Joeseph9","7","1","Vivien3","8","0"
"1009","Karen13","7","1","Sherman12","5","0"
"1009","Danny19","9","1","Max14","5","0"
"1009","Jeffrey1","7","1","Jessica10","7","0"
"1009","Ryan18","5","1","Jose15","8","0"
"1010","Marcus17","4","1","Martin16","6","0"
"1010","Joeseph9","7","1","Danny19","9","0"
